year,state_po,party,candidatevotes
2008,NJ,democrat,113257
2008,NJ,republican,72552
2008,NJ,democrat,16044
2008,NJ,republican,14816
2008,NJ,democrat,79321
2008,NJ,republican,70085
2008,NJ,democrat,28840
2008,NJ,republican,44184
2008,NJ,democrat,141417
2008,NJ,republican,78768
2008,NJ,democrat,20628
2008,NJ,republican,27500
2008,NM,democrat,171556
2008,NM,republican,110521
2008,NM,democrat,664
2008,NM,republican,1398
2008,NM,democrat,8197
2008,NM,republican,13651
2008,NM,democrat,5827
2008,NM,republican,3131
2008,NM,democrat,3490
2008,NM,republican,2805
2008,NM,democrat,4670
2008,NM,republican,9599
2008,NM,democrat,359
2008,NM,republican,676
2008,NM,democrat,40282
2008,NM,republican,28068
2008,NM,democrat,7351
2008,NM,republican,12500
2008,NM,democrat,8142
2008,NM,republican,5406
2008,NM,democrat,1557
2008,NM,republican,620
2008,NM,democrat,260
2008,NM,republican,358
2008,NM,democrat,993
2008,NM,republican,936
2008,NM,democrat,5108
2008,NM,republican,13347
2008,NM,democrat,3535
2008,NM,republican,6001
2008,NM,democrat,5824
2008,NM,republican,5064
2008,NM,democrat,4311
2008,NM,republican,3870
2008,NM,democrat,16572
2008,NM,republican,6382
2008,NM,democrat,2168
2008,NM,republican,569
2008,NM,democrat,8610
2008,NM,republican,12806
2008,NM,democrat,1547
2008,NM,republican,2367
2008,NM,democrat,12703
2008,NM,republican,4086
2008,NM,democrat,2303
2008,NM,republican,4311
2008,NM,democrat,32669
2008,NM,republican,25193
2008,NM,democrat,18028
2008,NM,republican,27869
2008,NM,democrat,10320
2008,NM,republican,2478
2008,NM,democrat,55567
2008,NM,republican,15807
2008,NM,democrat,2352
2008,NM,republican,3017
2008,NM,democrat,4696
2008,NM,republican,3032
2008,NM,democrat,13816
2008,NM,republican,2866
2008,NM,democrat,3087
2008,NM,republican,3735
2008,NM,democrat,492
2008,NM,republican,1227
2008,NM,democrat,15366
2008,NM,republican,13136
2008,MO,democrat,120102
2008,MO,republican,31854
2008,NY,democrat,93937
2008,NY,republican,50586
2008,NY,democrat,7016
2008,NY,republican,11013
2008,NY,democrat,338261
2008,NY,republican,41683
2008,NY,democrat,47204
2008,NY,republican,40077
2008,NY,democrat,14307
2008,NY,republican,17770
2008,NY,democrat,18128
2008,NY,republican,15243
2008,NY,democrat,29129
2008,NY,republican,28579
2008,NY,democrat,18888
2008,NY,republican,19364
2008,NY,democrat,10100
2008,NY,republican,10337
2008,NY,democrat,20216
2008,NY,republican,12579
2008,NY,democrat,17556
2008,NY,republican,13337
2008,NY,democrat,11861
2008,NY,republican,9678
2008,NY,democrat,9462
2008,NY,republican,10524
2008,NY,democrat,71060
2008,NY,republican,59628
2008,NY,democrat,256299
2008,NY,republican,178815
2008,NY,democrat,10390
2008,NY,republican,7913
2008,NY,democrat,10571
2008,NY,republican,6676
2008,NY,democrat,9695
2008,NY,republican,11709
2008,NY,democrat,10762
2008,NY,republican,15705
2008,NY,democrat,9850
2008,NY,republican,12059
2008,NY,democrat,1225
2008,NY,republican,2141
2008,NY,democrat,12094
2008,NY,republican,14619
2008,NY,democrat,18166
2008,NY,republican,20219
2008,NY,democrat,603525
2008,NY,republican,151872
2008,NY,democrat,4986
2008,NY,republican,5969
2008,NY,democrat,13655
2008,NY,republican,16030
2008,NY,democrat,14692
2008,NY,republican,14434
2008,NY,democrat,207225
2008,NY,republican,144153
2008,NY,democrat,9080
2008,NY,republican,10711
2008,NY,democrat,342067
2008,NY,republican,288758
2008,NY,democrat,572126
2008,NY,republican,89906
2008,NY,democrat,47303
2008,NY,republican,46348
2008,NY,democrat,43506
2008,NY,republican,49256
2008,NY,democrat,129317
2008,NY,republican,84972
2008,NY,democrat,25103
2008,NY,republican,25171
2008,NY,democrat,78326
2008,NY,republican,72042
2008,NY,democrat,6614
2008,NY,republican,9708
2008,NY,democrat,24777
2008,NY,republican,23571
2008,NY,democrat,13570
2008,NY,republican,12026
2008,NY,democrat,21613
2008,NY,republican,25145
2008,NY,democrat,447906
2008,NY,republican,145898
2008,NY,democrat,39753
2008,NY,republican,32840
2008,NY,democrat,79311
2008,NY,republican,86062
2008,NY,democrat,69543
2008,NY,republican,61752
2008,NY,democrat,23706
2008,NY,republican,16956
2008,NY,democrat,56645
2008,NY,republican,52855
2008,NY,democrat,38611
2008,NY,republican,29758
2008,NY,democrat,6009
2008,NY,republican,8071
2008,NY,democrat,3933
2008,NY,republican,4542
2008,NY,democrat,7422
2008,NY,republican,7038
2008,NY,democrat,17148
2008,NY,republican,24203
2008,NY,democrat,346379
2008,NY,republican,306815
2008,NY,democrat,16850
2008,NY,republican,13900
2008,NY,democrat,10172
2008,NY,republican,12536
2008,NY,democrat,29826
2008,NY,republican,11927
2008,NY,democrat,52539
2008,NY,republican,32527
2008,NY,democrat,16281
2008,NY,republican,15429
2008,NY,democrat,12741
2008,NY,republican,12533
2008,NY,democrat,18184
2008,NY,republican,22239
2008,NY,democrat,261810
2008,NY,republican,147824
2008,NY,democrat,6379
2008,NY,republican,10998
2008,NY,democrat,4890
2008,NY,republican,5269
2008,NC,democrat,28918
2008,NC,republican,34859
2008,NC,democrat,5167
2008,NC,republican,11790
2008,NC,democrat,2021
2008,NC,republican,3124
2008,NC,democrat,6456
2008,NC,republican,4207
2008,NC,democrat,4872
2008,NC,republican,7916
2008,NC,democrat,2178
2008,NC,republican,5681
2008,NC,democrat,9454
2008,NC,republican,13460
2008,NC,democrat,6365
2008,NC,republican,3376
2008,NC,democrat,7853
2008,NC,republican,7532
2008,NC,democrat,21331
2008,NC,republican,30753
2008,NC,democrat,69716
2008,NC,republican,52494
2008,NC,democrat,14901
2008,NC,republican,22102
2008,NC,democrat,31546
2008,NC,republican,45924
2008,NC,democrat,12081
2008,NC,republican,22526
2008,NC,democrat,1597
2008,NC,republican,3140
2008,NC,democrat,11130
2008,NC,republican,23131
2008,NC,democrat,5545
2008,NC,republican,5208
2008,NC,democrat,25656
2008,NC,republican,42993
2008,NC,democrat,17862
2008,NC,republican,14668
2008,NC,democrat,3785
2008,NC,republican,8643
2008,NC,democrat,3688
2008,NC,republican,3773
2008,NC,democrat,1734
2008,NC,republican,3707
2008,NC,democrat,17363
2008,NC,republican,26078
2008,NC,democrat,11076
2008,NC,republican,12994
2008,NC,democrat,19352
2008,NC,republican,24901
2008,NC,democrat,74693
2008,NC,republican,52151
2008,NC,democrat,3737
2008,NC,republican,7234
2008,NC,democrat,8074
2008,NC,republican,9745
2008,NC,democrat,22433
2008,NC,republican,45419
2008,NC,democrat,6178
2008,NC,republican,13981
2008,NC,democrat,8958
2008,NC,republican,10834
2008,NC,democrat,103456
2008,NC,republican,32353
2008,NC,democrat,17403
2008,NC,republican,8445
2008,NC,democrat,91085
2008,NC,republican,73674
2008,NC,democrat,13085
2008,NC,republican,13273
2008,NC,democrat,31384
2008,NC,republican,52507
2008,NC,democrat,2830
2008,NC,republican,2547
2008,NC,democrat,1265
2008,NC,republican,2824
2008,NC,democrat,13074
2008,NC,republican,11447
2008,NC,democrat,3796
2008,NC,republican,4272
2008,NC,democrat,142101
2008,NC,republican,97718
2008,NC,democrat,16047
2008,NC,republican,8961
2008,NC,democrat,16785
2008,NC,republican,23579
2008,NC,democrat,12730
2008,NC,republican,14910
2008,NC,democrat,20082
2008,NC,republican,30930
2008,NC,democrat,7513
2008,NC,republican,3089
2008,NC,democrat,9227
2008,NC,republican,6293
2008,NC,democrat,1241
2008,NC,republican,1212
2008,NC,democrat,27318
2008,NC,republican,45148
2008,NC,democrat,8766
2008,NC,republican,7854
2008,NC,democrat,26795
2008,NC,republican,43622
2008,NC,democrat,2378
2008,NC,republican,2817
2008,NC,democrat,10784
2008,NC,republican,12775
2008,NC,democrat,13378
2008,NC,republican,13401
2008,NC,democrat,11713
2008,NC,republican,23631
2008,NC,democrat,6571
2008,NC,republican,11534
2008,NC,democrat,6620
2008,NC,republican,10317
2008,NC,democrat,5026
2008,NC,republican,5192
2008,NC,democrat,6539
2008,NC,republican,5957
2008,NC,democrat,253958
2008,NC,republican,153848
2008,NC,democrat,2238
2008,NC,republican,5499
2008,NC,democrat,4926
2008,NC,republican,6155
2008,NC,democrat,17624
2008,NC,republican,27314
2008,NC,democrat,23099
2008,NC,republican,23728
2008,NC,democrat,49145
2008,NC,republican,50544
2008,NC,democrat,6903
2008,NC,republican,3671
2008,NC,democrat,19499
2008,NC,republican,30278
2008,NC,democrat,53806
2008,NC,republican,20266
2008,NC,democrat,2838
2008,NC,republican,3823
2008,NC,democrat,10272
2008,NC,republican,7778
2008,NC,democrat,9907
2008,NC,republican,13618
2008,NC,democrat,2772
2008,NC,republican,3678
2008,NC,democrat,8446
2008,NC,republican,10030
2008,NC,democrat,40501
2008,NC,republican,33927
2008,NC,democrat,4396
2008,NC,republican,5990
2008,NC,democrat,16414
2008,NC,republican,40998
2008,NC,democrat,9713
2008,NC,republican,9424
2008,NC,democrat,23058
2008,NC,republican,17433
2008,NC,democrat,17255
2008,NC,republican,23899
2008,NC,democrat,23391
2008,NC,republican,37451
2008,NC,democrat,9641
2008,NC,republican,18769
2008,NC,democrat,11836
2008,NC,republican,14038
2008,NC,democrat,8151
2008,NC,republican,6005
2008,NC,democrat,8878
2008,NC,republican,19329
2008,NC,democrat,6875
2008,NC,republican,14488
2008,NC,democrat,10475
2008,NC,republican,18730
2008,NC,democrat,2806
2008,NC,republican,2900
2008,NC,democrat,7275
2008,NC,republican,9401
2008,NC,democrat,933
2008,NC,republican,960
2008,NC,democrat,31189
2008,NC,republican,54123
2008,NC,democrat,13166
2008,NC,republican,7606
2008,NC,democrat,250891
2008,NC,republican,187001
2008,NC,democrat,7086
2008,NC,republican,3063
2008,NC,democrat,3748
2008,NC,republican,2670
2008,NC,democrat,14558
2008,NC,republican,13344
2008,NC,democrat,22671
2008,NC,republican,26952
2008,NC,democrat,8934
2008,NC,republican,20288
2008,NC,democrat,19652
2008,NC,republican,17375
2008,NC,democrat,4527
2008,NC,republican,12409
2008,NC,democrat,4486
2008,NC,republican,5045
2008,ND,democrat,435
2008,ND,republican,788
2008,ND,democrat,2741
2008,ND,republican,2826
2008,ND,democrat,1569
2008,ND,republican,773
2008,ND,democrat,114
2008,ND,republican,375
2008,ND,democrat,1387
2008,ND,republican,2059
2008,ND,democrat,478
2008,ND,republican,1107
2008,ND,democrat,286
2008,ND,republican,640
2008,ND,democrat,15600
2008,ND,republican,25443
2008,ND,democrat,37622
2008,ND,republican,32566
2008,ND,democrat,930
2008,ND,republican,1128
2008,ND,democrat,1044
2008,ND,republican,1525
2008,ND,democrat,464
2008,ND,republican,630
2008,ND,democrat,527
2008,ND,republican,1080
2008,ND,democrat,583
2008,ND,republican,548
2008,ND,democrat,546
2008,ND,republican,1230
2008,ND,democrat,687
2008,ND,republican,914
2008,ND,democrat,210
2008,ND,republican,642
2008,ND,democrat,16104
2008,ND,republican,14520
2008,ND,democrat,280
2008,ND,republican,587
2008,ND,democrat,598
2008,ND,republican,682
2008,ND,democrat,406
2008,ND,republican,893
2008,ND,democrat,422
2008,ND,republican,752
2008,ND,democrat,868
2008,ND,republican,1310
2008,ND,democrat,299
2008,ND,republican,726
2008,ND,democrat,981
2008,ND,republican,1374
2008,ND,democrat,579
2008,ND,republican,916
2008,ND,democrat,933
2008,ND,republican,1740
2008,ND,democrat,1867
2008,ND,republican,2767
2008,ND,democrat,1476
2008,ND,republican,2789
2008,ND,democrat,5079
2008,ND,republican,7869
2008,ND,democrat,1477
2008,ND,republican,1406
2008,ND,democrat,907
2008,ND,republican,800
2008,ND,democrat,332
2008,ND,republican,682
2008,ND,democrat,1494
2008,ND,republican,1722
2008,ND,democrat,792
2008,ND,republican,1301
2008,ND,democrat,2314
2008,ND,republican,2361
2008,ND,democrat,1371
2008,ND,republican,998
2008,ND,democrat,505
2008,ND,republican,799
2008,ND,democrat,3513
2008,ND,republican,3900
2008,ND,democrat,3403
2008,ND,republican,1045
2008,ND,democrat,1115
2008,ND,republican,778
2008,ND,democrat,229
2008,ND,republican,555
2008,ND,democrat,1145
2008,ND,republican,215
2008,ND,democrat,106
2008,ND,republican,297
2008,ND,democrat,3802
2008,ND,republican,7024
2008,ND,democrat,614
2008,ND,republican,404
2008,ND,democrat,4056
2008,ND,republican,5499
2008,ND,democrat,621
2008,ND,republican,536
2008,ND,democrat,2136
2008,ND,republican,1845
2008,ND,democrat,2325
2008,ND,republican,2415
2008,ND,democrat,10144
2008,ND,republican,15061
2008,ND,democrat,841
2008,ND,republican,1468
2008,ND,democrat,2921
2008,ND,republican,6291
2008,OH,democrat,4170
2008,OH,republican,6914
2008,OH,democrat,19521
2008,OH,republican,29941
2008,OH,democrat,9300
2008,OH,republican,15158
2008,OH,democrat,25027
2008,OH,republican,18949
2008,OH,democrat,20722
2008,OH,republican,9742
2008,OH,democrat,6727
2008,OH,republican,16395
2008,OH,democrat,16302
2008,OH,republican,15422
2008,OH,democrat,7503
2008,OH,republican,12192
2008,OH,democrat,66030
2008,OH,republican,105340
2008,OH,democrat,6423
2008,OH,republican,7097
2008,OH,democrat,7385
2008,OH,republican,11141
2008,OH,democrat,31958
2008,OH,republican,33634
2008,OH,democrat,31611
2008,OH,republican,62559
2008,OH,democrat,6558
2008,OH,republican,12410
2008,OH,democrat,21882
2008,OH,republican,25585
2008,OH,democrat,7689
2008,OH,republican,8675
2008,OH,democrat,8288
2008,OH,republican,12316
2008,OH,democrat,458204
2008,OH,republican,199864
2008,OH,democrat,7964
2008,OH,republican,17290
2008,OH,democrat,8399
2008,OH,republican,10407
2008,OH,democrat,36653
2008,OH,republican,54778
2008,OH,democrat,23148
2008,OH,republican,17432
2008,OH,democrat,29250
2008,OH,republican,41580
2008,OH,democrat,4401
2008,OH,republican,7102
2008,OH,democrat,334684
2008,OH,republican,218478
2008,OH,democrat,9900
2008,OH,republican,11689
2008,OH,democrat,4777
2008,OH,republican,8247
2008,OH,democrat,21250
2008,OH,republican,29096
2008,OH,democrat,33540
2008,OH,republican,48936
2008,OH,democrat,7625
2008,OH,republican,9197
2008,OH,democrat,224644
2008,OH,republican,195107
2008,OH,democrat,13870
2008,OH,republican,22420
2008,OH,democrat,5013
2008,OH,republican,7749
2008,OH,democrat,3683
2008,OH,republican,3872
2008,OH,democrat,6320
2008,OH,republican,8239
2008,OH,democrat,6857
2008,OH,republican,11908
2008,OH,democrat,6231
2008,OH,republican,6326
2008,OH,democrat,3141
2008,OH,republican,7720
2008,OH,democrat,12076
2008,OH,republican,12884
2008,OH,democrat,5397
2008,OH,republican,8219
2008,OH,democrat,17635
2008,OH,republican,17559
2008,OH,democrat,11014
2008,OH,republican,16640
2008,OH,democrat,60155
2008,OH,republican,59142
2008,OH,democrat,11262
2008,OH,republican,15415
2008,OH,democrat,33896
2008,OH,republican,46886
2008,OH,democrat,7936
2008,OH,republican,13848
2008,OH,democrat,85276
2008,OH,republican,59068
2008,OH,democrat,142852
2008,OH,republican,73706
2008,OH,democrat,6532
2008,OH,republican,10603
2008,OH,democrat,79173
2008,OH,republican,45319
2008,OH,democrat,12870
2008,OH,republican,15454
2008,OH,democrat,40924
2008,OH,republican,48189
2008,OH,democrat,4094
2008,OH,republican,6015
2008,OH,democrat,5853
2008,OH,republican,15100
2008,OH,democrat,18372
2008,OH,republican,33417
2008,OH,democrat,3705
2008,OH,republican,3066
2008,OH,democrat,145997
2008,OH,republican,128679
2008,OH,democrat,2966
2008,OH,republican,3440
2008,OH,democrat,6177
2008,OH,republican,10067
2008,OH,democrat,17730
2008,OH,republican,20549
2008,OH,democrat,2474
2008,OH,republican,3450
2008,OH,democrat,12049
2008,OH,republican,10618
2008,OH,democrat,4165
2008,OH,republican,5317
2008,OH,democrat,7261
2008,OH,republican,7721
2008,OH,democrat,9077
2008,OH,republican,14228
2008,OH,democrat,6033
2008,OH,republican,6162
2008,OH,democrat,41856
2008,OH,republican,34822
2008,OH,democrat,6999
2008,OH,republican,13562
2008,OH,democrat,5281
2008,OH,republican,13072
2008,OH,democrat,25727
2008,OH,republican,34034
2008,OH,democrat,14455
2008,OH,republican,16759
2008,OH,democrat,15601
2008,OH,republican,14190
2008,OH,democrat,14926
2008,OH,republican,16994
2008,OH,democrat,13087
2008,OH,republican,13823
2008,OH,democrat,7317
2008,OH,republican,15924
2008,OH,democrat,96990
2008,OH,republican,86743
2008,OH,democrat,155105
2008,OH,republican,110499
2008,OH,democrat,64145
2008,OH,republican,40164
2008,OH,democrat,21498
2008,OH,republican,20454
2008,OH,democrat,8761
2008,OH,republican,15744
2008,OH,democrat,5178
2008,OH,republican,9168
2008,OH,democrat,2463
2008,OH,republican,3021
2008,OH,democrat,33398
2008,OH,republican,71691
2008,OH,democrat,12368
2008,OH,republican,17019
2008,OH,democrat,21712
2008,OH,republican,29342
2008,OH,democrat,8174
2008,OH,republican,9880
2008,OH,democrat,34285
2008,OH,republican,29648
2008,OH,democrat,4461
2008,OH,republican,6270
2008,OK,democrat,2052
2008,OK,republican,4638
2008,OK,democrat,411
2008,OK,republican,2023
2008,OK,democrat,1370
2008,OK,republican,3511
2008,OK,democrat,265
2008,OK,republican,2199
2008,OK,democrat,1625
2008,OK,republican,5772
2008,OK,democrat,1011
2008,OK,republican,3101
2008,OK,democrat,4426
2008,OK,republican,9307
2008,OK,democrat,3404
2008,OK,republican,6413
2008,OK,democrat,11426
2008,OK,republican,36428
2008,OK,democrat,5603
2008,OK,republican,13241
2008,OK,democrat,7194
2008,OK,republican,9186
2008,OK,democrat,1860
2008,OK,republican,3730
2008,OK,democrat,152
2008,OK,republican,1119
2008,OK,democrat,39681
2008,OK,republican,64749
2008,OK,democrat,600
2008,OK,republican,1672
2008,OK,democrat,14120
2008,OK,republican,20127
2008,OK,democrat,690
2008,OK,republican,1793
2008,OK,democrat,2073
2008,OK,republican,3858
2008,OK,democrat,8318
2008,OK,republican,20187
2008,OK,democrat,2660
2008,OK,republican,7842
2008,OK,democrat,5085
2008,OK,republican,10277
2008,OK,democrat,346
2008,OK,republican,1857
2008,OK,democrat,282
2008,OK,republican,1627
2008,OK,democrat,5545
2008,OK,republican,17067
2008,OK,democrat,3028
2008,OK,republican,7710
2008,OK,democrat,5520
2008,OK,republican,15195
2008,OK,democrat,514
2008,OK,republican,1836
2008,OK,democrat,566
2008,OK,republican,1548
2008,OK,democrat,333
2008,OK,republican,757
2008,OK,democrat,221
2008,OK,republican,1342
2008,OK,democrat,1474
2008,OK,republican,3207
2008,OK,democrat,1709
2008,OK,republican,3134
2008,OK,democrat,2264
2008,OK,republican,6719
2008,OK,democrat,805
2008,OK,republican,1652
2008,OK,democrat,1249
2008,OK,republican,2708
2008,OK,democrat,5463
2008,OK,republican,13230
2008,OK,democrat,1009
2008,OK,republican,5372
2008,OK,democrat,1226
2008,OK,republican,2537
2008,OK,democrat,1313
2008,OK,republican,2860
2008,OK,democrat,5136
2008,OK,republican,11605
2008,OK,democrat,3504
2008,OK,republican,10470
2008,OK,democrat,5717
2008,OK,republican,12556
2008,OK,democrat,1257
2008,OK,republican,2589
2008,OK,democrat,3551
2008,OK,republican,11193
2008,OK,democrat,2794
2008,OK,republican,7745
2008,OK,democrat,3320
2008,OK,republican,4903
2008,OK,democrat,515
2008,OK,republican,2956
2008,OK,democrat,1643
2008,OK,republican,3730
2008,OK,democrat,5749
2008,OK,republican,10234
2008,OK,democrat,1592
2008,OK,republican,3746
2008,OK,democrat,11294
2008,OK,republican,15289
2008,OK,democrat,1174
2008,OK,republican,3881
2008,OK,democrat,1411
2008,OK,republican,3031
2008,OK,democrat,1480
2008,OK,republican,2643
2008,OK,democrat,116182
2008,OK,republican,163172
2008,OK,democrat,6191
2008,OK,republican,8727
2008,OK,democrat,7498
2008,OK,republican,12160
2008,OK,democrat,4268
2008,OK,republican,6905
2008,OK,democrat,2063
2008,OK,republican,4533
2008,OK,democrat,10601
2008,OK,republican,18435
